pattern,commit,date,count
RemAssetCA,66fcbe6b7c2827866100837611c9838298a28486,2013-09,1
RemAssetCA,6ae894166c249398da16fe8dc5ab6112f996203b,2013-09,1
RemAssetCA,f1ff5b2549990b5de080b52e3313cbb30c218853,2013-09,1
RemAssetCA,74227e65f9742f559f6e243ba2c9a983e1f1221d,2013-09,1
RemAssetCA,be0804513a506de96925f9ed1aa8dc1facd4c180,2013-09,1
RemAssetCA,f44089a7f41c88775428f09e90df8fb2b890058a,2013-09,1
RemAssetCA,c884357ec6e27c7967c78fb111cc8a830881f43b,2013-10,1
RemAssetCA,20c99e82173bed9e4e0013ec45c0b2b3b80b65d5,2013-10,1
RemAssetCA,9339ce4577fe998af7e70c0cc4ac8147e3ee18eb,2013-10,1
RemAssetCA,fc42ef5121687d917bbdd96805fb70c28a2ad023,2013-10,1
RemAssetCA,9f627100b99b93ba34478b07c18b9e7f40cc32a2,2013-10,1
RemAssetCA,f121910396a7a1c123efcf9c6a6971c6c75ec377,2013-10,1
RemAssetCA,57ae1605c0f511bca212787d28d79a3f82c0a7f9,2013-10,1
RemAssetCA,c00809d330cfe42469fcd1cfd63f0690b47ea9bb,2013-10,1
RemAssetCA,578fdfdf32a84ca17ed2090dba4ff2c8e688cc89,2013-10,1
RemAssetCA,6886530bab1e059a0fc5bab9813c739413d033bf,2013-10,1
RemAssetCA,0fc869e8f22bc74a9971f9025f8608d6587c4fb7,2013-10,1
RemAssetCA,1a9db0a9ea11ebf2d83d928f4933f21bf6a808e9,2013-10,1
RemAssetCA,b88c4767d9e2290aaa22b8b3702ad72af0ebd113,2013-10,1
RemAssetCA,71304f5a269abc25b9277744dfd6925f3e29e26a,2013-10,1
RemAssetCA,35d747a81d7eb824bd0c3476cd0c564b52ad5353,2013-10,1
RemAssetCA,5702941eec32cfd7b8cf9e36a0936e48170011a4,2013-11,1
RemAssetCA,8b558c5f097b636209b654f4d7775ac96054d6e3,2013-11,1
RemAssetCA,e4528d696f0fbb8eda231e2696b9ce0660f1e814,2013-11,1
RemAssetCA,e7f2c8c1f0e5b062c23001dac229e570228940e8,2013-11,1
RemAssetCA,8a60ba0a0512c00553c9a20f83f7eabd2662ac0b,2013-11,1
RemAssetCA,24cb412041456924a405221635cb5fb64c643903,2013-12,1
