pattern,commit,date,count
AddAssetCA,e0349d5bac22b344d1f3cf3fe127828b79177a15,2013-09,1
AddAssetCA,63f57cd45b0811de9663edf4af6b170c5bd3860d,2013-09,1
AddAssetCA,1bfbddb6f3a0dbb8c3996d1c4d4911d695737c15,2013-09,1
AddAssetCA,118150f22d6b4431a1fe2e715de314a5d93836f5,2013-09,1
AddAssetCA,7721da4c1ebf96ff815987011c1a0edef596b50a,2013-09,1
AddAssetCA,3203209d61440e02429fc52f192797adf5d8c053,2013-09,1
AddAssetCA,0c44c2d0f459cd7e275242b72f500137c4fa834d,2013-09,1
AddAssetCA,a787870924dbd6f321661e06d4ec1c7a408c9ccf,2013-09,1
AddAssetCA,c2daa3bed53a81171cf8c1a36db798e82b91afe8,2013-09,1
AddAssetCA,ff04b40152d04260f04664cecae4194f4c6d399d,2013-09,1
AddAssetCA,67f13daadccebf95c04f73db7b78cead844540bd,2013-09,1
AddAssetCA,937433c2502f663e5a0e8804462bc38c41b9021f,2013-09,1
AddAssetCA,f91f9258f61f024d34b7c001f989acf8ee39378a,2013-09,1
AddAssetCA,eee031649707db3c9920d9498f8d03819b74fc23,2013-09,1
AddAssetCA,7679c0e19120ee7839adf1f05904cbfcc7a7c2b9,2013-09,1
AddAssetCA,a112de8c7ae231f396e28160e84d0eab3a79dffc,2013-09,1
AddAssetCA,68b63f08d22f23161c43cd2417104aa213ff877f,2013-09,1
AddAssetCA,092a4bd069fcca09f345a79c8abdc945cf6b1b57,2013-10,1
AddAssetCA,f3fed36749a1f9a948afdc3b21008e7f65e43220,2013-10,1
AddAssetCA,9c19cfa93a43803c5f40054f96bca28d439e0847,2013-10,1
AddAssetCA,507cadf262fe67cd71e02247b240706be12f1042,2013-10,1
AddAssetCA,2b2b614dd24e4e6474fcf2dcf69c95c908838959,2013-10,1
AddAssetCA,5ce26f3b5ae8fafdd28375a004f7b8e924e9bacb,2013-10,1
AddAssetCA,d174ec22872c35d5ce1d223072bc8bd12ad1fef4,2013-10,1
AddAssetCA,56ec1978ff07380bbdc0a942c8779ec9fd9e02ee,2013-10,1
AddAssetCA,06a9ea5d76fdff82d9792d8cc315de4c43086780,2013-10,1
AddAssetCA,feeea8f34c24406b8a8b4f5e92d5949c4a066dda,2013-10,1
AddAssetCA,dc7743aa3c49fabbc6dc9edbcf7df74d776ac32e,2013-10,1
AddAssetCA,f8302e1efa7972b0eb8beefb80d756ddf2f30631,2013-10,1
AddAssetCA,99919e5e1545d819023f44e5e97d2105af0ca613,2013-10,1
AddAssetCA,0fc924bd4eecc45f05cc8437c28a8f33f9c45d3b,2013-10,1
AddAssetCA,eadc62fc43f8d69d2d269c72cd23e8a59ed37355,2013-10,1
AddAssetCA,c9218fe63f5873f66349de8e2d3ad4cb3b24f00d,2013-10,1
AddAssetCA,6913952f56f0cdbecbe77a29f4d0eea779f5584f,2013-10,1
AddAssetCA,99633ab29b2131b68089a6c7f60458390860e044,2013-10,1
AddAssetCA,6b2978ac40e414f984904fd53f6599d9eaf56407,2013-10,1
AddAssetCA,465ce68b467e5e47d699564432dff8cb60204433,2013-10,1
AddAssetCA,f75efdd7687a366cb8a096c40bd44430abdf0cab,2013-10,1
AddAssetCA,d195608acc78db293468694ed5225a39e440429d,2013-10,1
AddAssetCA,d7d1d45cc46d79ab9227288e225aa51078855729,2013-10,1
AddAssetCA,420f9739a62cdb027f5580d25c813501ff93aa6f,2013-10,1
AddAssetCA,3a167beac07cba597856c12b87638a06b0d53db7,2013-10,1
AddAssetCA,72c1253574a1854b0b6f196e24cd0dd08c1ad9b9,2013-10,1
AddAssetCA,dba291f2ceacb833063179530eeb83a317a6cc95,2013-10,1
AddAssetCA,701a0dc08809936a6d7ba76c347a92ee27b852ea,2013-10,1
AddAssetCA,3d8c8bc0250f7cb11f887691b7473b51adcd2bcb,2013-10,1
AddAssetCA,76df26b5bbe6c7618d2b59f2750f86506b40adb5,2013-10,1
AddAssetCA,444474dd5b33332100311af8ff31a587f6105011,2013-10,1
AddAssetCA,79a9becda8940deb2274b5aa4577c86d52ee7ecb,2013-10,1
AddAssetCA,7b09eea52939d2b979f19de40e34b8670feff4c5,2013-10,1
AddAssetCA,e54686e4c79a5b2e8d8c77317ac8ab08d3040935,2013-10,1
AddAssetCA,54e72f0ba31e1562e6d6277d0e4d39a7004f814d,2013-10,1
AddAssetCA,f5fc14124c5cefdd052a2b2a6a3f0ed531540113,2013-10,1
AddAssetCA,fbc364773febd9eaf4e3b01c1178d81d8060907e,2013-10,1
AddAssetCA,ee2f615d6e59cea2b9a415661a7f27caffcb3528,2013-10,1
AddAssetCA,f95a48834cb9c581eec952215666a323136f339f,2013-10,1
AddAssetCA,70a9883c5f34b215b8a77665cefd0398edc5a9ef,2013-10,1
AddAssetCA,3242a86170070a332037bff65ab5872189e20791,2013-10,1
AddAssetCA,85eb5dce82e0cd6540384116b8e89e98290cccb8,2013-10,1
AddAssetCA,9f7a949fb909b017e054574c96c4ebb44f5ff3fa,2013-10,1
AddAssetCA,856de8158303c18365c71828b9ba84c19edda0cd,2013-10,1
AddAssetCA,a9f10ca76d784023fc45f01f025b54e9960f4ec1,2013-10,1
AddAssetCA,648ae35c54b147c3b25d212f2936bb1cb91ea7d0,2013-10,1
AddAssetCA,e5f7825cda366809153701e8bb89123bd973be00,2013-10,1
AddAssetCA,ffd6dd3eaa1e6a0d454c08efcc996ea7014aa1d2,2013-10,1
AddAssetCA,67125b0287a9e6506c4f5afca7376667bf6dab5b,2013-10,1
AddAssetCA,7a54698fa6c5ee066f5b7a621a07ca4cd494a667,2013-10,1
AddAssetCA,ed845d6b78bf32b396f7f1278eed0b87446934b1,2013-10,1
AddAssetCA,6275a9be78e3ab584be3d863cebdfe07d35d9762,2013-10,1
AddAssetCA,497c56a5817f1610ca189e1dc546934c7ce8eb7d,2013-10,1
AddAssetCA,47869f5d11e96bf4480635279abc2be30632ca6a,2013-11,1
AddAssetCA,3bfcec35da4d80605a3f90c450980d9e4c131d75,2013-11,1
AddAssetCA,912de74c811fa5ba523bf1e525ce8ce45ecfeed4,2013-11,1
AddAssetCA,08f6fbdb9bef0f9f920a8531addb0952c293d4c9,2013-11,1
AddAssetCA,20cdeaf938705b79e0fc7aef2f0e05d1eda15e5d,2013-11,1
